,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
2139,blUgghIdsUG7pNqxCphk9w,"""Chang Lee Restaurant""","""13600 N 99th Ave""",Sun City,AZ,85351,33.6074409,-112.26909309999999,3.0,32,1,Food;Asian Fusion;Restaurants;Food Delivery Services;Chinese
2143,4KZRFxciaKfTD7qbS55b7g,"""Fabio On Fire""","""8275 W Lake Pleasant Pkwy, Ste 101""",Peoria,AZ,85382,33.670815137199995,-112.240358657,4.5,132,1,Italian;Pizza;Food;Food Trucks;Restaurants
2145,tylsscXmLq03-DzGI36bIA,"""Squaw Peak Cafe""","""2333 E Thomas Rd""",Phoenix,AZ,85016,33.4791900432,-112.03148782299999,3.0,6,1,Restaurants;Pizza;Salad;Sandwiches
2146,OSs8P5K6oAuku247u-6jvQ,"""I Roll Thai Ice Cream""","""1949 W Ray Rd, Ste 27""",Chandler,AZ,85224,33.3194292,-111.8744415,4.5,43,1,Restaurants;Food;Thai;Ice Cream & Frozen Yogurt;Desserts
2198,L7os7OGSQ2_evJRLvQg9dw,"""Wendy's""","""2346 E McDowell Rd""",Phoenix,AZ,85006,33.4660683,-112.03065819999999,3.5,11,1,Burgers;Restaurants;Fast Food
2212,vJaL_UtIRkpmczGrwLSs1Q,"""Burger 21""","""2855 W Ray Rd""",Chandler,AZ,85224,33.319973795100005,-111.89019459200001,3.5,122,0,Burgers;Restaurants
2219,2rLuOMi6Q6zzqUU8ltreSA,"""First Watch - Breakfast, Brunch & Lunch""","""111 W University Dr""",Tempe,AZ,85281,33.4215708,-111.94166829999999,4.5,140,1,American (Traditional);Restaurants;Cafes;Breakfast & Brunch
2224,NIjZNZCeMwILmFGzXdTLkg,"""China 1""","""319 S Power Rd""",Mesa,AZ,85206,33.409569899999994,-111.6844493,4.0,7,0,Restaurants;Chinese
2274,Lvr6DdVkFI8IMGfRvUcXQA,"""Little Caesars Pizza""","""4340 W McDowell Rd, Ste 6""",Phoenix,AZ,85035,33.466332,-112.15348300000001,1.0,3,1,Pizza;Restaurants
2293,tvlHgHfBsmmNFbnFE06sgA,"""Sonic Drive-In""","""1537 W Camelback Rd""",Phoenix,AZ,85015,33.509028,-112.09276509999998,4.0,7,0,Fast Food;Restaurants;American (Traditional)
2306,Lqp3uwGJU6CHyys-eerMmQ,"""La Tolteca Mexican Foods""","""1205 E Van Buren St""",Phoenix,AZ,85006,33.45107,-112.055957,4.0,153,0,Restaurants;Food;Specialty Food;Ethnic Food;Mexican;Grocery
2329,Lv2V5KqRlCl7_S6LKWkGlg,"""Devil's Greens""","""206 E Taylor St""",Phoenix,AZ,85004,33.4534741,-112.0711732,3.0,9,1,Vegetarian;American (Traditional);Restaurants
2330,cOWXtCz7F9GQhPIks8gm6Q,"""SOLO Trattoria""","""2501 E Camelback Rd, Ste 24""",Phoenix,AZ,85016,33.5084566429,-112.02767165899999,4.5,268,0,Pizza;Food;Beer;Wine & Spirits;Specialty Food;Italian;Restaurants
2335,k1b-NDkUJezit4LHL0Q55A,"""Taco Bell""","""1550 E Warner Rd.""",Gilbert,AZ,85296,33.33595,-111.75707,3.5,15,1,Restaurants;Tex-Mex;Fast Food;Mexican
2337,IY09uHwNvznCUDoFZ_su3A,"""Two Brothers Tap House and Brewery""","""4321 N Scottsdale Rd""",Scottsdale,AZ,85251,33.4991113,-111.92579409999999,3.5,185,1,Restaurants;Breweries;American (Traditional);Gastropubs;Food
2340,7m1Oa1VYV98UUuo_6i0EZg,"""Paradise Valley Burger Company""","""4001 E Bell Rd""",Phoenix,AZ,85032,33.639913492199994,-111.995703477,4.5,1019,1,Burgers;American (Traditional);Mexican;Restaurants
2345,Vg4fqLpVxISU9ErcFwQjNw,"""Gennaro's""","""4015 S Arizona Ave, Ste 1""",Chandler,AZ,85248,33.2467202,-111.84087779999999,3.0,5,0,Pizza;Italian;Restaurants
2381,32IcpGM-x5rJoQ2UxcQiww,"""KC's Sushi and TV Bar""","""848 N Gilbert Rd""",Gilbert,AZ,85234,33.365570399999996,-111.7905611,3.0,8,0,Restaurants;Sushi Bars
2407,TkXbFJtFCdM_WTLkHa6Erw,"""Panda Express""","""6501 E Greenway Pkwy, Ste 131""",Scottsdale,AZ,85254,33.624578899999996,-111.9413789,2.5,18,1,Fast Food;Restaurants;Chinese
2427,QWonnnAnTQatTdAMCdacDA,"""Sonic Drive-In""","""17181 W Greenway Rd""",Surprise,AZ,85388,33.624280799999994,-112.4271128,3.5,5,1,Burgers;Fast Food;Restaurants
2429,6vNMmkttsHkW1THWiP50xg,"""Thai Basil Chandler""","""4929 W Chandler Blvd, Ste 8""",Chandler,AZ,85226,33.3048103,-111.9270642,3.5,102,1,Restaurants;Vegetarian;Thai
2440,Xgz_NU2-wZWxQWXUFI4T2w,"""BEAT E's Ribs & More""","""478 N Arizona Ave""",Chandler,AZ,85225,33.3110787431,-111.84168566,5.0,3,0,Restaurants;Chicken Wings;Burgers;Barbeque
2450,IJrRJLKS7qxzzVUkh1U5iA,"""Tio Freddys Mexican Food-Jalapenos""","""5630 W Camelback Rd""",Glendale,AZ,85301,33.509976,-112.17913300000001,4.5,3,0,Restaurants;Mexican
2454,ySRaNkXgv0jmuT4HhmgSog,"""WisePies Pizza & Salad""","""521 S College Ave, Ste 110""",Tempe,AZ,85281,33.4246118,-111.93478359999999,4.0,14,0,Pizza;Salad;Chicken Wings;Restaurants
2459,LcYrqMhUO_TITSXFk_SjJA,"""Sweet Tomatoes""","""21001 North Tatum Blvd., #93""",Phoenix,AZ,85050,33.6769879109,-111.976226221,3.5,115,1,Soup;Restaurants;Buffets;Vegetarian;Salad
2469,iGvnkEz2efD9q-Z7ZcasWQ,"""Papa John's Pizza""","""2836 E Indian School Rd""",Phoenix,AZ,85016,33.4954365,-112.01978559999999,1.5,8,1,Pizza;Italian;Restaurants
2478,H-gllDEH0DHqE-HmzdHtKg,"""Jersey Mike's Subs""","""4715 S Rural Rd""",Tempe,AZ,85282,33.380021500000005,-111.9278632,2.5,22,1,Sandwiches;Delis;Restaurants;Fast Food
2523,-voRkfS42YKYsrJ9DV0FxQ,"""Panda Express""","""2434 E Baseline Rd, Ste 101""",Phoenix,AZ,85042,33.378500800000005,-112.0286997,2.5,28,1,Chinese;Fast Food;Restaurants
2529,Jpyh7MfaNysY3geXjhzqJQ,"""CHAR Pizzeria Napoletana""","""25101 N Lake Pleasant Pkwy, Ste 1325""",Peoria,AZ,85383,33.7115673,-112.27137090000001,4.0,185,1,Pizza;Italian;Restaurants
2552,9hPqmpOpH-POC0D0nlix3A,"""Silver Mine Subs""","""655 W Warner Rd""",Tempe,AZ,85284,33.3329516,-111.94728559999999,3.5,14,0,Restaurants;Sandwiches
2554,ZVtjS8Hvq2a6SxHxlehPGg,"""L'Amore Italian Restaurant""","""3159 E Lincoln Dr""",Phoenix,AZ,85016,33.5308313643,-112.013368219,4.5,159,1,Italian;Restaurants
2589,sfGYIlU3ji6V3c0aWyny5A,"""Lim's Chinese Restaurant""","""7532 W Indian School Rd""",Phoenix,AZ,85033,33.494652,-112.22216759999999,4.0,12,0,Specialty Food;Cantonese;Food;Restaurants;Ethnic Food;Chinese
2593,ef28eNdWA3g7OMsnf_fbSA,"""Water Ice Cream & More""","""33 W Baseline Rd""",Tempe,AZ,85283,33.3775849,-111.94033970000001,5.0,5,1,Restaurants;Ice Cream & Frozen Yogurt;Food
2599,yBkfQ4AZkjYUcZqi7cnrbA,"""Smashburger""","""2904 S Santan Village Pkwy, Ste 104""",Gilbert,AZ,85295,33.2971056,-111.743951,3.5,88,1,Burgers;Restaurants;Food
2615,t_9dmtogyjAocFsNW1igag,"""Starbucks""","""6807 E Baseline Rd, Ste 101""",Mesa,AZ,85209,33.378931300000005,-111.6873472,3.0,26,1,Restaurants;Coffee & Tea;Food;Cafes
2635,qMJyOW1FdPOf8sli8DIq_A,"""Délice Bistro""","""690 S Mill Ave""",Tempe,AZ,85281,33.4234132387,-111.940683119,3.5,174,0,Modern European;Coffee & Tea;Breakfast & Brunch;Bakeries;Cafes;Food;Desserts;Restaurants
2664,4q6Kob6zvMoLq2pO-DtAPg,"""Cafe Nordstrom""","""7055 E Camelback Rd""",Scottsdale,AZ,85251,33.5017764,-111.92915090000001,3.0,4,0,Restaurants;Cafes;Food;Salad;Coffee & Tea
2665,oxv2UyI5yF6yawPU20tOxA,"""Old Town Tortilla Factory""","""6910 E Main St""",Scottsdale,AZ,85251,33.49333060000001,-111.93210819999999,3.0,381,1,Nightlife;Beer Bar;Restaurants;Tex-Mex;Bars;Mexican
2690,r_2-xafEtXp76fYUeQpF8A,"""Wendy's""","""727 S Cooper Rd""",Gilbert,AZ,85233,33.3367952,-111.8063145,2.5,9,1,Restaurants;Fast Food;Burgers
2721,piHJq_NDrOh5SYk3AyQVOg,"""Chestnut Fine Foods & Provisions""","""4350 E Camelback Rd, Bldg I-100""",Phoenix,AZ,85018,33.5098255809,-111.987097553,3.0,238,1,Ramen;Restaurants;Cafes;Breakfast & Brunch;American (New);Japanese
2736,TvDsoVbGEGtXBCaVcICKVA,"""Pub'n Grub""","""2815 S Alma School Rd, Ste 101""",Mesa,AZ,85210,33.3638634,-111.8581176,4.0,63,1,American (New);Pubs;Bars;Nightlife;Restaurants
2746,Kq2fw7SAKOLOmiJyVCbeFA,"""Preston's Steakhouse""","""8700 E Pinnacle Peak Rd, Ste 115""",Scottsdale,AZ,85255,33.699168,-111.892549,4.0,144,1,Restaurants;Desserts;Steakhouses;Nightlife;Food;Bars;American (Traditional);Seafood
2790,GmLkyWb_zYrTEp1SpWxHIA,"""Julia Baker Confections""","""Biltmore Fashion Park, 2502 E Camelback, Ste 130""",Phoenix,AZ,85016,33.5082687981,-112.03171564600001,4.5,71,0,Bakeries;Food;Specialty Food;Cafes;Chocolatiers & Shops;Restaurants
2792,POvyRhl4VIZQTBRlZCb8cQ,"""Crazy Chicken & Crab""","""1825 W Chandler Blvd""",Chandler,AZ,85224,33.304491999999996,-111.87363700000002,3.5,54,0,Chicken Wings;American (New);Korean;Restaurants;Chicken Shop
2797,uUKkVTCN5_qzNo1YVXMnZA,"""Local Jonny's""","""6033 E Cave Creek Rd""",Cave Creek,AZ,85331,33.8329817862,-111.95048812799999,4.5,165,1,American (New);Nightlife;Food;Cafes;Breakfast & Brunch;Restaurants;Vegetarian;Coffee & Tea;Beer Bar;Bars;Pubs
2819,4NfjvMzUG5rbkxtPg-8pkw,"""Panda Express""","""7000 16th St, Ste 100""",Phoenix,AZ,85020,33.538635502199995,-112.048382247,2.5,26,1,Fast Food;Restaurants;Chinese
2821,nwHd2MbIGz0SNG8GpFjekw,"""Los Taquitos""","""7000 N 16th St""",Phoenix,AZ,85020,33.5395733,-112.04834601399999,4.0,334,1,Mexican;Restaurants
2826,YWjfWHizWgHSsAPGfQChXw,"""Sonic Drive-In""","""4740 Baseline Rd""",Phoenix,AZ,85040,33.3787187,-111.97966699999999,2.0,23,1,Fast Food;Restaurants;American (Traditional)
2845,qgHx71_UAWHRySTPMaAJqw,"""Canyon 49 Grill""","""5115 N 27th Ave""",Phoenix,AZ,85017,33.5123661,-112.1141992,3.0,53,1,American (Traditional);Cafes;Restaurants;Breakfast & Brunch
2894,OMf69ePEdHXvaqAlCCI01A,"""Cibo E Vino""","""34522 N Scottsdale Rd""",Scottsdale,AZ,85266,33.7988492973,-111.93098294100001,2.5,90,0,Restaurants;Italian
2912,VoJxPSgdVN8en44bLYEbHA,"""Binh Duong Quan""","""66 S Dobson Rd, Ste 124""",Mesa,AZ,85202,33.4134626757,-111.876013912,3.0,5,1,Restaurants;Vietnamese
2919,oPZBmtQnESS5VAGl31knTw,"""Brooklyn Cafe""","""8340 E McDonald Dr""",Scottsdale,AZ,85250,33.52447,-111.901147,4.5,6,0,French;American (Traditional);Restaurants;American (New)
2937,5thrJ65LxYTv8_d200uTbQ,"""Cafe 24/7""","""1077 S Kyrene Rd""",Chandler,AZ,85226,33.2891124,-111.9427994,4.0,4,1,Restaurants;Breakfast & Brunch;Arts & Entertainment;Casinos;American (Traditional)
2945,LFI82Rds5tKa5EAngmDvLQ,"""Seoul Garden""","""1324 S Rural Rd""",Tempe,AZ,85281,33.413096100000004,-111.92627350000001,2.5,8,0,Restaurants;Korean
2955,m8qJtl3l6QXJMnNxN6LQRQ,"""Jennifer's Catering & Events""","""3603 E Indian School Rd, Ste A""",Phoenix,AZ,85018,33.4951613,-112.00414520000001,3.5,9,1,Restaurants;Caterers;Event Planning & Services;Ethiopian;American (Traditional)
2976,AtSEe-B2mFmLFHBf4PLTrw,"""Wildflower Bread Company""","""6428 S Mcclintock Rd, Ste 104""",Tempe,AZ,85283,33.3624661,-111.91262009999998,4.0,234,1,Food;Sandwiches;Breakfast & Brunch;Restaurants;Bakeries
2984,TqBrg3OpIJZo772EOA0I1g,"""Lao Thai""","""2200 N Scottsdale Rd""",Scottsdale,AZ,85257,33.471801,-111.92746399999999,4.0,66,0,Restaurants;Thai
2985,L2iT7pipc455Tgpbo35_mw,"""CASA Sunbá""","""15 E 6th St""",Tempe,AZ,85281,33.4243368,-111.9394223,3.0,220,1,Restaurants;Bars;Cocktail Bars;American (Traditional);Lounges;Mexican;Sports Bars;Nightlife;American (New);Vegan;Tapas Bars
2987,9VEJkUd0eHIlKmCu0flvBw,"""Papa John's Pizza""","""5602 S Central Ave""",Phoenix,AZ,85040,33.395649924000004,-112.07373999100001,3.5,7,1,Restaurants;Pizza
3027,OVb3wbv59wTcd0pQrXBZXw,"""Rayner's Chocolate & Coffee Shop""","""14021 N 51st Ave, Ste 106""",Glendale,AZ,85306,33.6133001,-112.1677843,4.5,203,1,Restaurants;Cafes;Coffee & Tea;Chocolatiers & Shops;Food;Specialty Food
3034,STmoasVuj_h-XYqqPEoxTg,"""Domino's Pizza""","""7606 W Indian School Rd""",Phoenix,AZ,85033,33.4949799,-112.22340009999999,1.5,12,1,Pizza;Chicken Wings;Sandwiches;Restaurants
3054,T-KniGykrZ46ZC9plOTspw,"""PHX Burrito House""","""4140 N 7th Ave""",Phoenix,AZ,85013,33.4963856007,-112.083983186,4.5,460,1,Mexican;Restaurants
3061,ls9OapWdKvheW60_qq54Vw,"""Blue Wasabi Sushi and Martini Bar""","""Hilton Village, 6137 N Scottsdale Rd""",Scottsdale,AZ,85250,33.52681,-111.9246221,3.5,65,0,Sushi Bars;Restaurants
3079,Om5mo4oWKPn_kPpLjNiV4Q,"""IHOP""","""3788 S Arizona Ave""",Chandler,AZ,85248,33.2501113,-111.84135079999999,2.5,44,1,Restaurants;American (Traditional);Breakfast & Brunch;American (New)
3088,EuPaczO6rMpDMrn-GtE_eA,"""Tokyo Stop""","""1335 W University Dr, Ste 6""",Tempe,AZ,85281,33.421211199999995,-111.96019869999999,4.0,81,1,Restaurants;Japanese
3116,KCD4AuLXNhbG87fJaX9_gw,"""Port of Subs""","""6620 E Mckellips Rd, Ste 101""",Mesa,AZ,85215,33.453007,-111.68823929999999,3.5,23,0,Salad;Restaurants;Breakfast & Brunch;Delis;Sandwiches
3157,9y1uLUHxZ3m_4KzydQj9YQ,"""Wingstop""","""4041 E Thomas Rd""",Phoenix,AZ,85018,33.4797947633,-111.994190819,3.0,30,1,Chicken Wings;Restaurants
3175,PTbnuJ1QqeFpRZfPlwY9wQ,"""Arby's""","""2130 S Power Rd""",Mesa,AZ,85208,33.376822499999996,-111.688404,3.0,11,1,Restaurants;Sandwiches;Fast Food
3178,fPRMjWUHLnNeL4xjrMV9CQ,"""Domino's Pizza""","""8248 W Deer Valley Rd""",Peoria,AZ,85382,33.6830919,-112.2369447,1.5,14,1,Sandwiches;Food Delivery Services;Food;Chicken Wings;Pizza;Restaurants
3185,FTdEGDDVRrDmVbzHmC91wQ,"""Kneaders Bakery & Cafe""","""1150 E Bell Rd""",Phoenix,AZ,85022,33.6408668108,-112.058558867,4.0,60,1,Breakfast & Brunch;American (Traditional);Bakeries;Restaurants;Food
3190,xsFeeqZS6PoVvwseEefzEw,"""PastaBAR""","""705 N 1st St""",Phoenix,AZ,85004,33.4558709,-112.07228319999999,3.5,113,0,Food;Ice Cream & Frozen Yogurt;Restaurants;Italian
3193,XAt9Km4EIM6EE7LXwfB2Vg,"""Carl's Jr 7091""","""2343 E Bell Rd""",Phoenix,AZ,85022,33.64002979999999,-112.03133400000002,3.0,11,1,Restaurants;American (New)
3209,b5AmERAalTaMzpcwMdu4uQ,"""Madelyn's""","""39504 N Daisy Mountain Dr""",Anthem,AZ,85086,33.8431953,-112.1347619,3.5,4,0,Bars;Restaurants;Nightlife;Wine Bars;American (New)
3210,-LVpf-mKjrWT51JgCY3gRQ,"""McAlister's Deli""","""12847 N Tatum Blvd""",Phoenix,AZ,85032,33.602801436,-111.97813383299999,4.0,105,0,Sandwiches;Delis;Restaurants;Salad
3224,bOvX5rHfdgKsjzOUIKOC6A,"""LongHorn Steakhouse""","""980 N 54th St""",Chandler,AZ,85226,33.3193947,-111.96902,3.5,134,1,Steakhouses;American (Traditional);Restaurants;Barbeque
3233,3l5TusofKjr8rk6-DDtuoQ,"""Rotana""","""830 E Greenway Pkwy""",Phoenix,AZ,85022,33.6381711,-112.0626543,3.5,130,0,Restaurants;Mediterranean
3248,CvonRhKDJaH155xhtpz_iw,"""State 48 Brewery""","""13823 W Bell Rd""",Surprise,AZ,85374,33.6382373275,-112.35780000700001,3.5,334,1,American (New);Restaurants;Pizza;Gastropubs;Breweries;Food;Nightlife;Fish & Chips;Bars;Pubs
3251,MFEFshl-YZ1lsbtOd8xA-Q,"""Kaleidoscope Juice""","""4014 Goldwater Blvd""",Scottsdale,AZ,85251,33.493748100000005,-111.9307011,4.5,44,0,Juice Bars & Smoothies;Salad;Food;Restaurants
3252,4STzP1q1uM8ONkKookifsw,"""Nan Zhou - Hand Drawn Noodle House""","""111 S Dobson Rd""",Mesa,AZ,85202,33.4125729,-111.8738256,4.0,122,1,Asian Fusion;Noodles;Chinese;Dim Sum;Restaurants
3259,L8QF9uWDBujU9rNOzdLfjg,"""Steve's Krazy Sub""","""6853 E Main St""",Mesa,AZ,85207,33.4155386,-111.68268020000001,4.0,34,1,Sandwiches;Restaurants
3260,NLJBHry230J4m_b2bkNZRg,"""Melted Cheese Kitchen""","""4995 S Alma School Rd, Ste 1""",Chandler,AZ,85248,33.2475,-111.87918,2.5,5,0,Restaurants;Sandwiches
3274,YR9aS-uI4iJyqHSECMIhGw,"""Bongo's Bar & Grill""","""4080 W Ray Rd, Ste 26""",Chandler,AZ,85226,33.322376,-111.911819,3.5,16,0,Beer;Wine & Spirits;Restaurants;American (New);Food
3287,sjzNO9hLHSNAixdwtb_RQg,"""Rally's""","""1050 W Chandler Rd""",Chandler,AZ,85224,33.3061232,-111.86057209999998,2.5,11,0,Fast Food;Restaurants
3350,83cVpTJNyzv9lJ20vzBgdg,"""Pizza on 40th""","""3937 E Indian School Rd""",Phoenix,AZ,85018,33.4940588,-111.99582679999999,4.0,80,1,Restaurants;Pizza
3356,aIZQF2UCLv6ru-zsPK4H2Q,"""Texas BBQ House""","""5037 S 24th St""",Phoenix,AZ,85040,33.399961,-112.0294348,4.5,349,1,Restaurants;Barbeque
3360,2ADoawEfSAZpnQSwVEo5Ig,"""Sonic Drive-In""","""17238 N 19th Ave""",Phoenix,AZ,85023,33.642626799999995,-112.1003364,2.0,15,1,Fast Food;Restaurants;American (Traditional)
3363,ZDdEtIFhLsoydDvB8joYrA,"""Lucky's Pizza""","""3130 E Union Hills Dr""",Phoenix,AZ,85050,33.6556294,-112.01546499999999,3.5,6,0,Restaurants;Pizza
3378,jFVcpqn1Q85AEDGQDv91mg,"""Ya Hala!""","""2301 E Bell Rd""",Phoenix,AZ,85022,33.6395267082,-112.032832091,4.0,17,1,Food;Arabian;Grocery;Convenience Stores;Middle Eastern;Restaurants;Mediterranean;Falafel;Shopping;Shopping Centers
3386,8nP8ghEpT6WFcM6tfqAaGA,"""Sugar Bowl""","""4005 N Scottsdale Rd""",Scottsdale,AZ,85251,33.4937734,-111.9259244,3.5,513,1,Food;Ice Cream & Frozen Yogurt;American (Traditional);Restaurants
3402,9AJcD4UfawSSgc5007SWAw,"""Ocean Buffet""","""1450 S Country Club Dr""",Mesa,AZ,85210,33.388049699999996,-111.8402882,2.5,15,0,Restaurants;Buffets;Chinese
3416,3qgEB0R-5n5A1hOH83FzhA,"""Hidalgo Mexican Food""","""801 E Broadway""",Mesa,AZ,85204,33.407534000000005,-111.81385800000001,3.0,25,1,Mexican;Restaurants;Food
3440,sgyc0SN3pWJWTYc9w-PVmQ,"""Panda Gourmet""","""9020 N 19th Ave""",Phoenix,AZ,85021,33.5682459,-112.100125,3.5,5,0,Restaurants;Chinese
3475,zy6Hzao6lTmuJMZo4BemIg,"""Filiberto's Mexican Food""","""5220 W. Baseline Road""",Laveen,AZ,85339,33.3779029846,-112.17233276399999,1.5,41,1,Restaurants;Mexican
3486,4qqkgaOXoIgniMqbEiqqKA,"""Wendy's""","""929 N Arizona Ave""",Gilbert,AZ,85233,33.366493,-111.8412881,2.0,18,1,Fast Food;Restaurants;Burgers
3493,j2X3hMTiwLhhAMlDUyasXQ,"""Arcadia Farms Marketplace""","""7025 E 1st Ave""",Scottsdale,AZ,85251,33.493736,-111.929579,4.0,7,1,Breakfast & Brunch;Restaurants;American (New);Sandwiches
3515,L9nMax4J-1kufJAeWRxASw,"""Caribbean Cuisine""","""6031 N 67th Ave""",Glendale,AZ,85301,33.5251689403,-112.20263388,4.5,121,1,Trinidadian;Restaurants;Caribbean
3523,xGv3zpEr_yH7H_sCfEyzaQ,"""Seed Shack""","""3861 E Baseline Rd K136""",Gilbert,AZ,85234,33.3785337,-111.74902490000001,4.5,23,1,Vegetarian;Juice Bars & Smoothies;Vegan;Food;Restaurants
3526,1nhPU1FP-yrI_9UufQQcQg,"""Nestle Toll House Cafe by Chip""","""6800 N 95th Ave, Ste 760""",Glendale,AZ,85305,33.5354875687,-112.267248347,2.5,28,1,Coffee & Tea;Ice Cream & Frozen Yogurt;Desserts;Food;Bakeries;Restaurants;Cafes
3535,p9uc6E8UR9Y3Bftj8g5AZA,"""McDonald's""","""3434 W Union Hills Dr""",Phoenix,AZ,85027,33.6550622,-112.1335065,2.0,12,1,Restaurants;Burgers;Fast Food
3565,4c1IWqXjJxcdV9Y91xsJNQ,"""Dairy Queen""","""5217 S Central Ave""",Phoenix,AZ,85040,33.3990049,-112.0724706,3.5,5,1,Food;Ice Cream & Frozen Yogurt;Restaurants;Fast Food
3578,fQclKmk5G2_g98cDNPvj0g,"""El Tlacoyo""","""2535 E University Dr""",Tempe,AZ,85281,33.4214628,-111.8835179,4.0,49,1,Restaurants;Mexican
3580,lf-knzhWrrzumHIEoBntxg,"""Pho 35""","""3515 W Northern Ave""",Phoenix,AZ,85051,33.5530966,-112.1357952,3.5,12,0,Restaurants;Vietnamese;Food
3586,FxmRCMHAa3VeUXmHkk9RJA,"""Starbucks""","""1845 E Baseline Rd""",Gilbert,AZ,85233,33.335927000000005,-111.807599,2.5,8,1,Coffee & Tea;Cafes;Food;Restaurants
3631,P3ufH0wm0jvulnrinDpaAA,"""Buffalo Wild Wings""","""9404 W. Westgate Blvd, Suite C107""",Glendale,AZ,85305,33.534484,-112.2619851,2.5,218,1,American (Traditional);Sports Bars;Chicken Wings;Nightlife;Bars;Restaurants
3661,HvsTnw0GhhQaBuB45FJJag,"""Subway""","""2700 W Baseline Rd""",Tempe,AZ,85283,33.3785582046,-111.976816698,3.5,14,1,Fast Food;Sandwiches;Restaurants
3684,2Gh1Etnpn_BDy72hOXmCtg,"""Pho Viet Vietnamese Restaurant""","""4232 W Bell Rd""",Glendale,AZ,85308,33.6400698,-112.1498222,4.0,429,1,Ethnic Food;Restaurants;Soup;Specialty Food;Vietnamese;Food
3689,N-RvDnKBTGa-jwD4u1kjvw,"""Panera Bread""","""7635 W Bell Rd""",Peoria,AZ,85382,33.6377710596,-112.222918421,2.5,26,1,Restaurants;Soup;Sandwiches;Salad
3723,04Iq42i8lm50Lvdj1j3DCQ,"""Gretalian""","""5341 N 7th Ave""",Phoenix,AZ,85013,33.5163421,-112.0822543,3.0,4,0,Italian;Restaurants;Food;American (New);Greek
3730,BNTERBvasuHNDSnUOe1aSw,"""Taco Bell""","""7714 W Bell Rd""",Glendale,AZ,85308,33.638686088,-112.226060801,2.0,24,1,Mexican;Tex-Mex;Restaurants;Fast Food
3745,IWF6pgOPF7gNBOJqL8AaXQ,"""Nam Sao""","""4349 W Bell Rd""",Glendale,AZ,85311,33.6392038,-112.15300649999999,3.5,49,0,Restaurants;Vietnamese
3747,dtQ_nIADFp7AP91H0ttAKA,"""In-N-Out Burger""","""2790 W Chandler Blvd""",Chandler,AZ,85226,33.3064117,-111.8917575,4.5,124,1,Fast Food;Burgers;Restaurants
3748,5l8S70308R_Osh3hm2zj3Q,"""Hot Bagels and Deli""","""34640 N Valley Pkwy""",Phoenix,AZ,85086,33.7991098079,-112.130926219,4.0,132,1,Breakfast & Brunch;Restaurants;Food;Delis;Bagels
3752,qjqaRKX7dXqWcKNH1RxLZg,"""Fusion Burritos""","""546 N Gilbert Rd""",Gilbert,AZ,85234,33.3602435,-111.79010590000001,3.5,15,0,Asian Fusion;Fast Food;Restaurants;Mexican
3783,DbvgZm5ZKNqqTFsjCEPHmg,"""Royal Cafe""","""10793 Grand Ave""",Sun City,AZ,85351,33.602071221799996,-112.29309740000002,3.0,53,1,Burgers;Pizza;American (Traditional);Restaurants
3787,pxv5jBUOgsg6Rf6Z88e4mg,"""The Attic Ale House""","""4247 E Indian School Rd""",Phoenix,AZ,85018,33.494594,-111.98934479999998,4.0,337,1,Pizza;Restaurants;Burgers;Nightlife;Bars;Beer Gardens;Wine Bars;American (New);Pubs;Gastropubs
3798,fbUKZMGNdzQbb3zksGlQXg,"""Down South Restaurant""","""124 S 24th St""",Phoenix,AZ,85034,33.446027930999996,-112.03082598700001,3.0,9,0,Restaurants;American (Traditional);Southern
3799,KZ9v7M1A5t6OMDghR64_5g,"""12 East Cafe""","""1153 E Jefferson St""",Phoenix,AZ,85034,33.446778,-112.05671399999999,3.0,8,0,Restaurants;Breakfast & Brunch;American (New)
3824,0kgib8EeCvEerG1R4T1okg,"""Posidon Greek Restaurant & Market""","""961 W Main St""",Mesa,AZ,85201,33.4149317,-111.85010919999999,4.0,25,0,Restaurants;Greek
3913,LpHi2ooFxVn5Ntttw_IcaQ,"""The Herb Box""","""20707 N Pima Rd, Ste 140-145, DC Ranch""",Scottsdale,AZ,85255,33.6734322408,-111.88923242700001,4.0,303,1,Restaurants;Breakfast & Brunch;Caterers;Sandwiches;Event Planning & Services;American (New)
3917,JWqc2Nost9wDFrbBhnCUAw,"""Freddy's Frozen Custard & Steakburger""","""7670 W Bell Rd""",Glendale,AZ,85308,33.638616445100006,-112.22413106,3.5,52,1,Burgers;Restaurants;Food;Ice Cream & Frozen Yogurt
3918,3mucgnB2iGTLlnebJ57FkA,"""Zendejas Grill""","""19420 N 59th Ave""",Glendale,AZ,85308,33.6624675,-112.18688999999999,3.0,37,0,Restaurants;American (New)
3919,32RDYS1pxMytL1rBSF__UA,"""Papa Murphy's""","""1955 West Baseline Road""",Mesa,AZ,85202,33.377528399999996,-111.87698600000002,4.0,19,1,Restaurants;Pizza
3921,vxuyl9IVum8zngXgvbT4Jg,"""Freddy's Frozen Custard & Steakburgers""","""129 E Williams Field Rd""",Gilbert,AZ,85295,33.3059362523,-111.786838174,4.0,83,1,Ice Cream & Frozen Yogurt;Burgers;Food;Restaurants
3949,4gwh0q7JsdzHIm_pdYUlZg,"""ShinBay""","""7001 N Scottsdale Rd""",Scottsdale,AZ,85253,33.539532168499996,-111.924576391,4.5,158,0,Seafood;Japanese;Restaurants
